committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00428623,GOOGLE LLC NETPAC,2021,M3,202103199441661139,23,EXPB247304,1505571,CCM,CAMPAIGN COMMITTEE,C00443580,C00443580,LUMMIS FOR WYOMING INC.,WY,LUMMIS FOR WYOMING INC.,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,REVERSAL OF TRANSACTION DATED 12/16/20,,,2021-02-09 0:00:00,-5000,S,SENATE,,S0WY00137,"LUMMIS, CYNTHIA",CYNTHIA,LUMMIS,,,,WY,WYOMING,P,G2020 DEBT,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2021-03-23 14:46:26,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4032020211261827420,CASPER,82601,CONTRIBUTIONS,,2022,SB,4032320211262032604,https://docquery.fec.gov/cgi-bin/fecimg/?202103199441661139,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,M3,202203189494025963,23,EB265048,1575456,CCM,CAMPAIGN COMMITTEE,C00459255,C00459255,"FRIENDS OF TODD YOUNG, INC.",IN,"FRIENDS OF TODD YOUNG, INC.",,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK; ORIGINALLY ISSUED 9/30/21,,,2022-02-18 0:00:00,-5000,S,SENATE,,S6IN00191,"YOUNG, TODD",TODD,YOUNG,,,,IN,INDIANA,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-24 3:35:14,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4031820221460873592,CARMEL,46082,CONTRIBUTIONS,,2022,SB,4032320221464067195,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494025963,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M4,202104209445051828,23,EXPB247277,1513962,CCM,CAMPAIGN COMMITTEE,C00714261,C00714261,SALAZAR FOR CONGRESS,VA,SALAZAR FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY ISSUED 12/16/2020,,,2021-03-04 0:00:00,-5000,H,HOUSE,27,H8FL27185,"SALAZAR, MARIA ELVIRA",MARIA ELVIRA,SALAZAR,,,,FL,FLORIDA,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2021-04-26 5:14:17,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4042320211278759013,ALEXANDRIA,22308,CONTRIBUTIONS,,2022,SB,4042520211279064836,https://docquery.fec.gov/cgi-bin/fecimg/?202104209445051828,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M10,202110209468198856,23,EXPB259526,1546087,COM,OTHER COMMITTEE,C00409730,C00409730,NEW DEMOCRAT COALITION ACTION FUND,DC,NEW DEMOCRAT COALITION ACTION FUND,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 3/5/21,,,2021-09-01 0:00:00,-5000,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2021-10-26 3:53:23,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4102120211374312457,WASHINGTON,20003,CONTRIBUTIONS,,2022,SB,4102620211375774899,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468198856,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M6,202106189449644624,23,EXPB251723,1521013,CCM,CAMPAIGN COMMITTEE,C00437277,C00437277,JEFF MERKLEY FOR OREGON,OR,JEFF MERKLEY FOR OREGON,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 10/28/20,,,2021-05-18 0:00:00,-4000,S,SENATE,,S8OR00207,"MERKLEY, JEFF",JEFF,MERKLEY,,,,OR,OREGON,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2021-06-23 4:55:47,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4061920211309407373,PORTLAND,97293,CONTRIBUTIONS,,2022,SB,4062320211309668900,https://docquery.fec.gov/cgi-bin/fecimg/?202106189449644624,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,M9,202209209528744377,23,EB274362,1631641,CCM,CAMPAIGN COMMITTEE,C00459255,C00459255,"FRIENDS OF TODD YOUNG, INC.",IN,"FRIENDS OF TODD YOUNG, INC.",,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK; ORIGINALLY ISSUED 7/1/22,,,2022-08-30 0:00:00,-4000,S,SENATE,,S6IN00191,"YOUNG, TODD",TODD,YOUNG,,,,IN,INDIANA,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-09-23 3:35:16,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4092020221576068947,CARMEL,46082,CONTRIBUTIONS,,2022,SB,4092220221576549485,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528744377,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,M2,202202189491797843,23,EB264376,1570683,CCM,CAMPAIGN COMMITTEE,C00660795,C00660795,DAN CRENSHAW FOR CONGESS,TX,DAN CRENSHAW FOR CONGESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK; ORIGINALLY ISSUED 8/13/21,,,2022-01-27 0:00:00,-2500,H,HOUSE,2,H8TX02166,"CRENSHAW, DAN",DAN,CRENSHAW,,,,TX,TEXAS,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-04 3:43:34,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4021820221409065608,HOUSTON,77243,CONTRIBUTIONS,,2022,SB,4030320221459492717,https://docquery.fec.gov/cgi-bin/fecimg/?202202189491797843,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M4,202104209445051837,23,EXPB247308,1513962,COM,OTHER COMMITTEE,C00307991,C00307991,GUN SAFETY PAC,RI,GUN SAFETY PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY ISSUED 9/16/2020,,,2021-03-11 0:00:00,-2500,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2021-04-26 5:14:17,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4042320211278759013,PROVIDENCE,2903,CONTRIBUTIONS,,2022,SB,4042520211279064863,https://docquery.fec.gov/cgi-bin/fecimg/?202104209445051837,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,M4,202204209500165289,23,EB266402,1589497,CCM,CAMPAIGN COMMITTEE,C00737767,C00737767,VICTORIA SPARTZ FOR CONGRESS,IN,VICTORIA SPARTZ FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK; ORIGINALLY ISSUED 10/29/21,,,2022-03-17 0:00:00,-2500,H,HOUSE,5,H0IN05326,"SPARTZ, VICTORIA",VICTORIA,SPARTZ,,,,IN,INDIANA,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-04-29 3:36:20,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4042020221470986753,NOBLESVILLE,46061,CONTRIBUTIONS,,2022,SB,4042820221473211116,https://docquery.fec.gov/cgi-bin/fecimg/?202204209500165289,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,M5,202205209512526608,23,EB267765,1596896,CCM,CAMPAIGN COMMITTEE,C00765164,C00765164,ALEX PADILLA FOR SENATE,CA,ALEX PADILLA FOR SENATE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 3/11/22,,,2022-04-07 0:00:00,-2500,S,SENATE,,S2CA00955,"PADILLA, ALEX",ALEX,PADILLA,,,,CA,CALIFORNIA,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-05-26 3:34:35,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4052020221492737807,LOS ANGELES,90017,CONTRIBUTIONS,,2022,SB,4052520221493578957,https://docquery.fec.gov/cgi-bin/fecimg/?202205209512526608,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M6,202106189449644625,23,EXPB251719,1521013,CCM,CAMPAIGN COMMITTEE,C00699744,C00699744,TORRES FOR CONGRESS,NY,TORRES FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 10/22/20,,,2021-05-18 0:00:00,-2500,H,HOUSE,15,H0NY15160,"TORRES, RITCHIE",RITCHIE,TORRES,,,,NY,NEW YORK,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2021-06-23 4:55:47,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4061920211309407373,BRONX,10458,CONTRIBUTIONS,,2022,SB,4062320211309668903,https://docquery.fec.gov/cgi-bin/fecimg/?202106189449644625,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M7,202107209451864114,23,EXPB253159,1529398,CCM,CAMPAIGN COMMITTEE,C00458877,C00458877,KINZINGER FOR CONGRESS,IL,KINZINGER FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 3/26/21,,,2021-06-17 0:00:00,-2500,H,HOUSE,16,H0IL11052,"KINZINGER, ADAM",ADAM,KINZINGER,,,,IL,ILLINOIS,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-07-27 7:01:59,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4072120211321224533,OTTAWA,61350,CONTRIBUTIONS,,2022,SB,4072720211322948948,https://docquery.fec.gov/cgi-bin/fecimg/?202107209451864114,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M2,202102199428673600,23,500004273,1501309,CCM,CAMPAIGN COMMITTEE,C00497933,C00497933,CASTRO FOR CONGRESS,TX,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK; ORIGINALLY ISSUED 10/22/2020,,,2021-01-12 0:00:00,-2000,H,HOUSE,20,H2TX35011,"CASTRO, JOAQUIN",JOAQUIN,CASTRO,,,,TX,TEXAS,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2021-02-24 3:54:25,,,,0,,,,12,Donations,,,,,,,Q,C,B,F3X,4022020211160321401,SAN ANTONIO,782920544,CONTRIBUTIONS,,2022,SB,4022420211164443829,https://docquery.fec.gov/cgi-bin/fecimg/?202102199428673600,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,M9,202209209528744377,23,EB274375,1631641,CCM,CAMPAIGN COMMITTEE,C00551275,C00551275,FRENCH HILL FOR ARKANSAS,AR,FRENCH HILL FOR ARKANSAS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK; ORIGINALLY ISSUED 3/4/22,,,2022-08-31 0:00:00,-2000,H,HOUSE,2,H4AR02141,"HILL, FRENCH",FRENCH,HILL,,,,AR,ARKANSAS,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-09-23 3:35:16,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4092020221576068947,LITTLE ROCK,72217,CONTRIBUTIONS,,2022,SB,4092220221576549487,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528744377,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,30G,202212089550163151,23,EB277086,1670394,CCM,CAMPAIGN COMMITTEE,C00506832,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,TX,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK; ORIGINALLY ISSUED 6/3/22,,,2022-10-28 0:00:00,-1000,H,HOUSE,33,H2TX33073,"VEASEY, MARC",MARC,VEASEY,,,,TX,TEXAS,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2023-01-14 3:36:41,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4120820221633586662,FORT WORTH,76105,CONTRIBUTIONS,,2022,SB,4011320231698158908,https://docquery.fec.gov/cgi-bin/fecimg/?202212089550163151,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M2,202102199428673600,23,500004274,1501309,CCM,CAMPAIGN COMMITTEE,C00558486,C00558486,GARRET GRAVES FOR CONGRESS,LA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK; ORIGINALLY ISSUED 07/29/2020,,,2021-01-28 0:00:00,-1000,H,HOUSE,6,H4LA06153,"GRAVES, GARRET",GARRET,GRAVES,,,,LA,LOUISIANA,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2021-02-24 3:54:25,,,,0,,,,12,Donations,,,,,,,Q,C,B,F3X,4022020211160321401,BATON ROUGE,708964845,CONTRIBUTIONS,,2022,SB,4022420211164443830,https://docquery.fec.gov/cgi-bin/fecimg/?202102199428673600,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,M3,202203189494025963,23,EB265049,1575456,CCM,CAMPAIGN COMMITTEE,C00459255,C00459255,"FRIENDS OF TODD YOUNG, INC.",IN,"FRIENDS OF TODD YOUNG, INC.",,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK; ORIGINALLY ISSUED 12/10/21,,,2022-02-18 0:00:00,-1000,S,SENATE,,S6IN00191,"YOUNG, TODD",TODD,YOUNG,,,,IN,INDIANA,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-24 3:35:14,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4031820221460873592,CARMEL,46082,CONTRIBUTIONS,,2022,SB,4032320221464067196,https://docquery.fec.gov/cgi-bin/fecimg/?202203189494025963,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,M5,202205209512526610,23,EB267769,1596896,CCM,CAMPAIGN COMMITTEE,C00650697,C00650697,PETE STAUBER FOR CONGRESS,MN,PETE STAUBER FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 11/19/21,,,2022-04-15 0:00:00,-1000,H,HOUSE,8,H8MN08043,"STAUBER, PETE",PETE,STAUBER,,,,MN,MINNESOTA,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-05-26 3:34:35,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4052020221492737807,DULUTH,55811,CONTRIBUTIONS,,2022,SB,4052520221493578964,https://docquery.fec.gov/cgi-bin/fecimg/?202205209512526610,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,M5,202205209512526611,23,EB268443,1596896,CCM,CAMPAIGN COMMITTEE,C00499392,C00499392,VALADAO FOR CONGRESS,CA,VALADAO FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 11/19/21,,,2022-04-22 0:00:00,-1000,H,HOUSE,21,H2CA20094,"VALADAO, DAVID",DAVID,VALADAO,,,,CA,CALIFORNIA,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-05-26 3:34:35,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4052020221492737807,FRESNO,93704,CONTRIBUTIONS,,2022,SB,4052520221493578968,https://docquery.fec.gov/cgi-bin/fecimg/?202205209512526611,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M6,202106189449644623,23,EXPB251724,1521013,CCM,CAMPAIGN COMMITTEE,C00670547,C00670547,ARMSTRONG FOR CONGRESS,ND,ARMSTRONG FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 10/28/20,,,2021-05-18 0:00:00,-1000,H,HOUSE,,H8ND00096,"ARMSTRONG, KELLY",KELLY,ARMSTRONG,,,,ND,NORTH DAKOTA,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2021-06-23 4:55:47,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4061920211309407373,BISMARCK,58503,CONTRIBUTIONS,,2022,SB,4062320211309668898,https://docquery.fec.gov/cgi-bin/fecimg/?202106189449644623,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M6,202106189449644623,23,EXPB251720,1521013,CCM,CAMPAIGN COMMITTEE,C00271312,C00271312,COMMITTEE TO RE-ELECT NYDIA M. VELAZQUEZ TO CONGRESS,MD,COMMITTEE TO RE-ELECT NYDIA M. VELAZQUEZ TO CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 10/22/20,,,2021-05-18 0:00:00,-1000,H,HOUSE,7,H2NY00010,"VELASQUEZ, NYDIA",NYDIA,VELASQUEZ,,,,NY,NEW YORK,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2021-06-23 4:55:47,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4061920211309407373,GAITHERSBURG,20878,CONTRIBUTIONS,,2022,SB,4062320211309668899,https://docquery.fec.gov/cgi-bin/fecimg/?202106189449644623,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M6,202106189449644624,23,EXPB251722,1521013,CCM,CAMPAIGN COMMITTEE,C00410753,C00410753,SIRES FOR CONGRESS,NJ,SIRES FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 10/22/20,,,2021-05-18 0:00:00,-1000,H,HOUSE,8,H6NJ13191,"SIRES, ALBIO",ALBIO,SIRES,,,,NJ,NEW JERSEY,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2021-06-23 4:55:47,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4061920211309407373,WEST NEW YORK,7093,CONTRIBUTIONS,,2022,SB,4062320211309668901,https://docquery.fec.gov/cgi-bin/fecimg/?202106189449644624,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M6,202106189449644624,23,EXPB251721,1521013,CCM,CAMPAIGN COMMITTEE,C00660555,C00660555,SYLVIA GARCIA FOR CONGRESS,TX,SYLVIA GARCIA FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 10/22/20,,,2021-05-18 0:00:00,-1000,H,HOUSE,29,H8TX29052,"GARCIA, SYLVIA",SYLVIA,GARCIA,,,,TX,TEXAS,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2021-06-23 4:55:47,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4061920211309407373,HOUSTON,77249,CONTRIBUTIONS,,2022,SB,4062320211309668902,https://docquery.fec.gov/cgi-bin/fecimg/?202106189449644624,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,M6,202206209515160110,23,EB269775,1604479,CCM,CAMPAIGN COMMITTEE,C00498873,C00498873,TONY CARDENAS FOR CONGRESS,DC,TONY CARDENAS FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 12/10/21,,,2022-05-18 0:00:00,-1000,H,HOUSE,29,H2CA28113,"CARDENAS, TONY",TONY,CARDENAS,,,,CA,CALIFORNIA,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-06-24 3:36:18,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4062020221530402539,WASHINGTON,20003,CONTRIBUTIONS,,2022,SB,4062320221531152991,https://docquery.fec.gov/cgi-bin/fecimg/?202206209515160110,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,M6,202206209515160111,23,EB269780,1604479,COM,OTHER COMMITTEE,C00492058,C00492058,LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,OK,LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 12/10/21,,,2022-05-20 0:00:00,-1000,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2022-06-24 3:36:18,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4062020221530402539,BETHANY,73008,CONTRIBUTIONS,,2022,SB,4062320221531152993,https://docquery.fec.gov/cgi-bin/fecimg/?202206209515160111,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M10,202110209468198856,23,EXPB259525,1546087,CCM,CAMPAIGN COMMITTEE,C00752584,C00752584,"NIKEMA FOR CONGRESS, INC.",GA,"NIKEMA FOR CONGRESS, INC.",,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID CHECK ORIGINALLY DATED 3/11/21,,,2021-09-07 0:00:00,-1000,H,HOUSE,5,H0GA05301,"WILLIAMS, NIKEMA",NIKEMA,WILLIAMS,,,,GA,GEORGIA,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-10-26 3:53:23,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4102120211374312457,ATLANTA,31131,CONTRIBUTIONS,,2022,SB,4102620211375774900,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468198856,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M3,202103199441661142,28A,EXPB247306,1505571,IND,INDIVIDUAL,,,"JEFFRIES, EDWARD S.",DC,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,REVERSAL OF TRANSACTION DATED 1/27/21; REFUND RE-ISSUED 3/11/21,,,2021-02-23 0:00:00,-18,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2021-03-23 14:46:26,,,,0,JEFFRIES,EDWARD S.,,10,Refunds of Contributions,,,,,,,Q,C,B,F3X,4032020211261827420,WASHINGTON,20001,REFUNDS,,2022,SB,4032320211262032611,https://docquery.fec.gov/cgi-bin/fecimg/?202103199441661142,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M2,202102199428673602,28A,500004267,1501309,IND,INDIVIDUAL,,,"CHANDRA, TUSHAR",CA,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,PARTIAL REFUND OF 12/24/2020 CONTRIBUTION,,,2021-01-27 0:00:00,18,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2021-02-24 3:54:25,,,,0,CHANDRA,TUSHAR,,,,,,,,,,Q,C,B,F3X,4022020211160321401,MOUNTAIN VIEW,940431351,REFUNDS,,2022,SB,4022420211164443834,https://docquery.fec.gov/cgi-bin/fecimg/?202102199428673602,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M2,202102199428673602,28A,500004266,1501309,IND,INDIVIDUAL,,,"JEFFRIES, EDWARD S.",DC,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,PARTIAL REFUND OF 12/24/2020 CONTRIBUTION,,,2021-01-27 0:00:00,18,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2021-02-24 3:54:25,,,,0,JEFFRIES,EDWARD,S.,,,,,,,,,Q,C,B,F3X,4022020211160321401,WASHINGTON,200011430,REFUNDS,,2022,SB,4022420211164443835,https://docquery.fec.gov/cgi-bin/fecimg/?202102199428673602,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2022,M2,202202189491797849,28A,EB263649,1570683,IND,INDIVIDUAL,,,"PERAINO, KERRIE",CA,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,PARTIAL REFUND OF 12/24/2021 CONTRIBUTION,,,2022-01-07 0:00:00,18,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-04 3:43:34,,,,0,PERAINO,KERRIE,,10,Refunds of Contributions,,,,,,,Q,C,B,F3X,4021820221409065608,MOUNTAIN VIEW,94043,REFUNDS,,2022,SB,4030320221459492734,https://docquery.fec.gov/cgi-bin/fecimg/?202202189491797849,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2021,M4,202104209445051849,28A,EXPB247315,1513962,IND,INDIVIDUAL,,,"JEFFRIES, EDWARD S.",DC,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,RE-ISSUED PARTIAL REFUND OF 12/24/2020 CONTRIBUTION,,,2021-03-11 0:00:00,18,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2021-04-26 5:14:18,,,,0,JEFFRIES,EDWARD S.,,10,Refunds of Contributions,,,,,,,Q,C,B,F3X,4042320211278759013,WASHINGTON,20001,REFUNDS,,2022,SB,4042520211279064898,https://docquery.fec.gov/cgi-bin/fecimg/?202104209445051849,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,,,,,,
